Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,consent,prolificid,ubinormal_1,ubipandem_1,shirking_1,shirking_2,shirking_3,unfairrich_1,unfairrich_2,unfairrich_3,unfairdesert_1,unfairdesert_2,unfairdesert_3,irrespnsibility_1,irrespnsibility_2,irrespnsibility_3,value_1,value_2,value_3,efficiency_1,efficiency_2,efficiency_3,expense_1,expense_2,expense_3,stress_1,stress_2,stress_3,cheat_1,cheat_2,cheat_3,personalshirking_1,personaldesert_1,personalirrespon_1,personalvalue_1,personalstress_1,sec4_1,sec4_2,sec4_3,age,gender,country,country_3_TEXT,ladder_1,ladder_2,ladder_3,ladder_4,ladder_5,ladder_6,ladder_7,ladder_8,ladder_9,ladder_10,leftright_1,affected_1
197,07/04/2020 10:33,R_3nSgtWJDS0zPo5G,51.49319458,0.341094971,"I consent, begin the study",5dc03ef8e8702f46d35d3254,0,0,100,47,50,100,50,50,100,50,49,82,50,50,0,50,50,0,50,50,100,49,50,0,53,51,50,50,50,100,100,10,0,0,0,0,0,48,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,81,71
420,07/04/2020 10:33,R_0oEkzuc3PVE1OBr,53.17210388,-3.163101196,"I consent, begin the study",5c2fdc4fe4dd550001e4abdc,13,64,99,33,64,81,79,75,89,88,90,79,70,73,75,71,72,40,82,83,99,97,98,61,56,73,85,89,89,7,82,15,13,72,2,80,0,50,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,70,60
464,07/04/2020 10:33,R_BDNbwzszwaAUqu5,52.13679504,-1.670593262,"I consent, begin the study",597f1a63fd9fe50001167be5,10,30,100,100,100,81,91,100,91,96,10,81,98,30,100,13,93,100,11,85,100,50,51,91,73,92,50,100,100,0,93,0,82,20,60,80,98,55,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,100
496,07/04/2020 10:33,R_8uAXVIHfHrVPAt3,52.36399841,4.891296387,"I consent, begin the study",5abe71f1436f550001ffa181,75,37,71,73,0,9,100,100,83,93,100,50,100,10,50,50,50,51,79,90,93,100,100,72,85,100,50,50,50,0,0,0,100,100,82,100,100,38,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,82
267,07/04/2020 10:33,R_3dEd68mkT79TXt9,53.7460022,-2.994796753,"I consent, begin the study",5b6cac14a1fda800015ff30a,81,100,70,70,70,69,69,100,77,100,100,55,55,52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,11,20,0,100,100,13,100,100,29,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,66,100
322,07/04/2020 10:33,R_1jHtICYWgEKGBUE,51.49639893,-0.122406006,"I consent, begin the study",5c30bae126d1c6000195f249,100,100,1,1,1,20,20,20,10,1,1,10,1,1,100,100,100,100,100,100,54,50,50,94,98,100,98,100,100,0,0,2,98,98,50,60,70,38,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,20,60
304,07/04/2020 10:33,R_1f2VcaResLEIxwu,51.55639648,0.071502686,"I consent, begin the study",59ce3501a5bbdd0001bf45e2,5,50,92,5,75,97,7,13,95,2,70,90,5,50,24,23,25,25,17,63,95,3,70,50,22,76,29,2,59,0,0,0,50,84,28,30,30,48,Female,UK,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,50,83
364,07/04/2020 10:33,R_33fDYHf5DUFnOcc,52.92599487,-1.433395386,"I consent, begin the study",5d2a3126d4db4400181a024e,53,100,100,100,19,83,63,100,70,100,8,100,100,13,16,33,31,100,57,100,100,65,100,100,76,100,44,68,100,0,32,0,21,77,28,100,100,38,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,39,64
502,07/04/2020 10:33,R_1GWgnIPUqGuDR33,57.47250366,-7.376205444,"I consent, begin the study",5ba3e8b1f94d410001fabf84,50,100,100,30,100,100,0,0,51,50,0,50,0,100,100,0,50,100,0,100,100,0,100,100,34,100,0,0,0,0,100,0,100,100,0,0,100,46,Female,UK,,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,0,100
354,07/04/2020 10:33,R_3EsRtBPlpuUK9xm,53.02780151,-2.165802002,"I consent, begin the study",55adebf6fdf99b1bc8ac8284,38,71,66,64,36,81,86,35,50,61,75,60,57,29,73,56,86,85,79,86,89,74,42,75,68,93,76,93,74,21,54,0,60,45,57,80,70,49,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,53,68
414,07/04/2020 10:33,R_9QE6VrFU7fAI8U1,53.23730469,-2.167800903,"I consent, begin the study",566e1aec744e3e0005b4e668,90,90,40,25,15,50,50,50,35,25,15,70,30,30,80,75,85,90,90,95,50,50,60,95,93,97,50,50,50,35,50,25,60,70,95,80,65,39,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,35,40
308,07/04/2020 10:33,R_82L16BnW2L5ik37,54.75759888,-1.480697632,"I consent, begin the study",5cf27ad9dac0090015cee0d1,30,40,56,62,77,73,88,35,100,100,100,79,30,19,90,70,85,70,91,100,100,77,100,82,93,71,100,45,41,14,23,0,81,100,0,100,77,44,Female,UK,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,13,70
560,07/04/2020 10:34,R_2CBREzsNDzdZ8sQ,53.88459778,-0.426895142,"I consent, begin the study",5d357fc4b3a5b10001fdddbc,10,10,90,90,90,100,100,100,60,10,10,90,90,90,1,91,91,80,80,80,90,90,90,80,80,80,80,80,80,9,20,0,50,71,50,100,8,49,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,81
794,07/04/2020 10:34,R_11heU7WEZaa3IVg,51.46380615,0.1434021,"I consent, begin the study",5e3d33b27525e7117bd31778,10,10,90,90,10,100,100,100,100,90,50,0,0,0,100,10,100,75,10,90,100,100,0,90,50,90,100,10,0,50,100,0,0,0,100,100,100,48,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,80,75
596,07/04/2020 10:34,R_Uokxe3IrseDOl69,50.78869629,-1.147506714,"I consent, begin the study",5debf8f06f9b7e2eb9ed91e2,76,91,73,64,42,92,80,61,31,45,87,22,58,92,80,60,90,81,63,96,71,56,81,90,73,100,89,90,89,81,31,0,62,61,34,37,86,50,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,83
361,07/04/2020 10:34,R_2xFXTFtLykhRmR8,52.88800049,-1.572097778,"I consent, begin the study",5a8d3b990f1bce000122690b,40,60,82,70,79,80,30,50,60,70,40,75,58,61,50,50,71,81,80,96,92,91,100,70,69,90,50,51,50,50,40,0,20,49,30,50,50,26,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,80
419,07/04/2020 10:34,R_DiqHltJxyG2cRxv,51.59489441,-0.680603027,"I consent, begin the study",5be1f7f6c49eec00010a0a62,18,76,94,61,18,70,75,21,82,76,10,76,68,63,58,32,32,61,69,90,100,62,82,81,89,78,12,100,32,21,70,0,12,61,21,67,65,35,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,39,20
240,07/04/2020 10:34,R_30tU5C1mwEzED6L,50.78959656,-2.124893188,"I consent, begin the study",5b0c5ae5641b1200010ee49d,100,100,10,20,0,60,84,20,60,60,40,30,50,5,81,91,77,90,91,100,40,60,20,91,100,100,79,80,0,4,30,15,100,100,40,90,85,27,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,15,40
364,07/04/2020 10:34,R_a5dQLx3UtfHzNQt,53.46940613,-3.019805908,"I consent, begin the study",5d752683d6f59100017a59c6,90,80,20,20,30,30,31,40,30,9,40,25,15,10,95,100,100,75,90,100,80,65,30,75,85,100,30,30,40,0,20,3,85,95,90,75,45,22,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,60,25
312,07/04/2020 10:34,R_1gBXg990TIiX0A8,52.67370605,-2.031295776,"I consent, begin the study",5defacec6edacd000c8ddeb3,39,80,70,65,33,69,69,47,45,42,19,45,45,24,70,59,70,68,61,81,60,37,64,85,57,90,71,63,26,0,19,0,55,75,41,80,75,29,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,20,81
403,07/04/2020 10:35,R_3Vpj0JMKVqtK5Ff,51.34880066,-0.032104492,"I consent, begin the study",5e3c601a8134d004b0ed397a,18,65,79,85,31,73,90,85,69,78,17,84,96,96,39,39,55,44,32,68,78,71,73,40,63,91,16,87,87,77,66,0,24,79,73,35,41,43,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,58,65
170,07/04/2020 10:35,R_3phWn0xCxXlbVBy,55.88569641,-4.151000977,"I consent, begin the study",5d554b6b56200100010b2910,91,89,8,55,31,35,54,13,0,0,0,4,58,22,81,87,100,100,68,100,66,28,30,100,70,97,84,78,83,0,3,0,71,100,15,93,79,26,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,23,76
263,07/04/2020 10:35,R_2VyzzNa6WudrdVX,55.86700439,-4.26210022,"I consent, begin the study",5c2f6d7237733700013b54b2,100,100,18,10,11,52,19,21,48,33,23,19,19,20,90,93,95,92,94,100,27,49,44,100,100,100,86,86,98,3,15,0,94,100,17,90,93,45,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,6,81
226,07/04/2020 10:35,R_1QrvSU6ZRhohjq7,52.39579773,-1.479598999,"I consent, begin the study",5cd7e28948cd50001862b558,82,100,59,57,59,59,67,78,71,61,84,91,72,85,52,56,58,66,61,74,87,57,92,70,64,80,54,55,60,21,34,0,60,66,34,100,65,37,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,54,43
213,07/04/2020 10:35,R_3oyI3IGFaETHc7b,52.6493988,-1.120300293,"I consent, begin the study",5e81f1279e9c32000b02d15e,40,100,81,82,50,62,62,30,82,82,24,88,90,50,29,29,86,90,67,100,61,63,82,51,50,97,82,82,25,50,20,19,36,41,22,82,75,31,Male,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,54,58
303,07/04/2020 10:35,R_31o47joNQffXtiz,51.45599365,-0.061096191,"I consent, begin the study",58b7d3b5f6546e0001ed7233,40,100,40,80,20,60,80,20,30,30,100,100,70,30,100,100,100,100,100,100,60,50,20,100,100,100,90,80,40,0,20,0,100,100,80,80,70,31,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,30,73
311,07/04/2020 10:35,R_1gUZPMDeTtzoYaO,52.65130615,-1.087600708,"I consent, begin the study",5df7980301423f51abb631a1,80,100,30,30,0,0,0,0,49,63,23,100,100,0,80,80,100,100,99,100,71,71,100,100,100,100,30,19,66,0,75,0,100,30,25,100,100,35,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,34,10
280,07/04/2020 10:36,R_UxBSqSVA51Ky1ah,53.47160339,-2.948104858,"I consent, begin the study",5e3ae9eb8048ec02243ac163,71,100,94,62,100,100,69,100,94,50,92,82,66,100,100,65,100,100,72,98,83,61,99,100,80,100,75,67,100,19,19,0,85,88,0,100,100,37,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,92
237,07/04/2020 10:36,R_1ibdHv3sq8o9DjM,52.6493988,-1.120300293,"I consent, begin the study",5d147b3296f6920016a51f9b,84,84,86,60,97,86,77,85,78,73,72,97,88,100,88,81,98,89,89,100,85,75,88,91,76,100,77,76,91,94,81,75,94,88,84,77,89,50,Male,UK,,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,83,100
386,07/04/2020 10:36,R_1DUXnFatD7JUAqJ,53.38330078,-2.843093872,"I consent, begin the study",5e4a6ce15bd5d14c009fa262,60,86,40,60,0,85,75,75,20,30,10,20,55,55,75,100,100,60,65,80,40,60,10,75,76,76,100,40,40,40,0,0,55,60,60,0,0,29,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,10,21
418,07/04/2020 10:36,R_3R7sI5W9O4Uv94r,52.58520508,-0.235992432,"I consent, begin the study",5ca5fb5aca16550001e5af83,80,80,0,100,100,100,100,100,70,100,100,100,100,100,0,100,100,100,100,100,100,70,96,100,100,100,100,100,100,0,0,0,100,100,0,100,73,36,Female,UK,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,61,92
381,07/04/2020 10:36,R_2SHsdOHepJSrpDN,52.94529724,-1.495300293,"I consent, begin the study",5e4424826cc9390168adaa56,80,100,10,80,10,90,90,90,30,50,0,100,90,60,100,100,100,100,80,100,70,100,50,100,100,100,80,100,50,10,0,0,80,100,20,0,15,22,Female,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,19,70
361,07/04/2020 10:36,R_3VEpeGmWq8mMa3L,53.17210388,-3.163101196,"I consent, begin the study",5c48fed99afd7b0001974002,20,82,50,50,14,70,50,11,50,11,91,50,11,88,50,50,50,35,13,84,100,10,90,34,15,100,62,10,91,0,29,0,0,50,93,90,94,45,Male,UK,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,45,71
357,07/04/2020 10:36,R_3IYs7ZNAM7Gkcxa,53.39920044,-2.704696655,"I consent, begin the study",5a94a557f6dfdd0001ea4d91,66,86,41,66,81,68,67,84,70,75,80,66,75,84,73,70,86,100,90,98,68,78,90,100,100,100,85,75,87,5,0,0,76,100,78,100,100,48,Female,UK,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,60,98
452,07/04/2020 10:36,R_33x4gmYcOKgtzks,56.47019958,-3.031005859,"I consent, begin the study",5d839dc8d120f30016b26b53,86,97,49,50,0,18,0,33,50,50,0,100,100,100,100,100,100,100,79,100,71,50,50,100,100,100,100,100,100,97,71,100,50,91,66,93,100,35,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,59
301,07/04/2020 10:36,R_Zf08X1tntvwkAQ9,52.12939453,-1.904800415,"I consent, begin the study",5e3058b923a9e802e1cc0434,50,80,92,92,9,71,71,22,71,91,13,30,70,100,81,81,30,90,91,100,19,19,79,82,93,100,100,26,91,0,10,0,60,40,,100,71,21,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,80,50
1012,07/04/2020 10:37,R_3Eik34Fa6a4eOWp,54.8789978,-1.419006348,"I consent, begin the study",5e3d09437f6cf30f11338a81,44,75,70,66,76,58,63,62,30,35,39,93,92,89,66,62,63,78,89,78,72,68,71,100,73,66,100,100,100,0,92,0,53,64,11,100,100,26,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,100
258,07/04/2020 10:37,R_2bJZNu7Xsl3XgjB,52.46359253,-1.79119873,"I consent, begin the study",5a4e7de01471d10001658776,100,100,80,91,40,80,70,70,45,80,40,100,100,80,85,90,100,85,100,100,100,100,100,90,100,100,100,100,100,60,80,0,80,80,70,100,90,30,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,40,65
280,07/04/2020 10:37,R_23eD9AGWTrxwVoj,51.45350647,-2.591705322,"I consent, begin the study",5aa28d786219a30001f57655,30,65,35,47,11,15,0,0,60,77,75,75,54,72,26,22,44,55,30,64,100,100,100,24,20,61,17,70,89,28,11,18,23,80,22,87,38,39,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,52,36
1063,07/04/2020 10:37,R_3ZR0q5hYfM9mfvj,50.83880615,-0.776992798,"I consent, begin the study",5d51311197082b001af7f7c8,60,90,20,20,10,60,90,60,10,15,0,20,40,10,85,95,95,70,70,100,60,75,30,90,90,100,30,60,90,0,20,0,70,80,10,80,60,25,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,20,60
375,07/04/2020 10:37,R_3EAbZynX8Cps1zM,50.91419983,-1.388000488,"I consent, begin the study",5829f8eed7e5ff0001ff7d8d,90,100,41,60,85,40,60,55,20,45,10,20,60,60,100,100,100,100,80,100,70,80,90,80,70,95,80,100,90,5,50,0,100,62,80,70,90,62,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,15,70
237,07/04/2020 10:37,R_1juCCPnWUtA8Cmt,51.26100159,-0.547805786,"I consent, begin the study",5da228dc363cde00114ea030,100,95,40,50,65,20,35,46,0,0,0,40,0,5,100,100,100,100,95,100,40,40,50,100,85,100,95,50,70,0,0,0,100,100,90,5,30,19,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0,99
297,07/04/2020 10:37,R_2QlXDIKRzF4wtza,51.897995,-0.633804321,"I consent, begin the study",5e1b21bd07c9c73546a11776,100,100,82,63,88,50,53,51,52,56,56,50,51,52,50,57,55,100,100,100,100,55,51,100,100,100,100,100,100,0,0,0,100,100,0,100,100,42,Female,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,74,75
297,07/04/2020 10:37,R_3qg2FBNKpYYndWu,51.38729858,-0.159606934,"I consent, begin the study",5a9fd77f1eda4100013699da,100,100,0,0,0,0,0,0,0,0,0,0,0,0,10,100,100,49,80,81,65,19,20,100,100,100,54,1,2,0,0,0,70,100,100,5,0,41,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,20,20
305,07/04/2020 10:37,R_1PRdWBdLq7WNWEc,54.87060547,-2.945999146,"I consent, begin the study",5c1bf5ae10677f0001d9a382,71,41,92,60,69,25,65,56,90,86,50,71,64,50,50,50,50,78,70,50,100,57,56,89,59,60,50,65,54,18,50,0,83,85,13,81,50,30,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,70,35
363,07/04/2020 10:37,R_qCaKpuN0iXD6SxX,53.41279602,-2.164398193,"I consent, begin the study",5d1e7bb7de0c2b000198d2ab,80,100,60,75,30,10,34,0,60,75,0,71,39,20,70,62,83,95,75,100,50,80,0,95,76,100,90,91,100,0,25,10,75,100,60,65,80,49,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,40,95
423,07/04/2020 10:38,R_DVkFzCFjgMrovDj,52.32299805,-1.895202637,"I consent, begin the study",5e4b9d07951a1809b29ba3c6,90,100,100,100,0,0,0,0,0,0,0,100,100,100,100,100,100,80,80,100,100,100,100,80,80,100,100,100,100,0,0,0,100,70,100,100,100,49,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,90
436,07/04/2020 10:38,R_1opVsIsifNiTHtX,50.44380188,-3.576004028,"I consent, begin the study",5a62141f13898300014b1ea6,71,94,92,75,96,99,100,100,50,70,100,80,80,100,50,50,80,91,81,100,100,72,100,92,78,100,92,68,97,50,50,0,82,95,95,67,50,24,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,28,93
253,07/04/2020 10:38,R_2YM5nOPkjtJMqzD,54.45010376,-6.384796143,"I consent, begin the study",5d2dc82a7ed82f00170d0839,77,97,31,53,6,17,14,3,21,27,2,71,63,24,82,81,95,78,66,94,82,67,97,81,72,94,84,67,78,5,9,22,70,77,64,88,75,29,Male,UK,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,17,62
230,07/04/2020 10:39,R_2urNjN64A91AeZD,51.45339966,-2.507705688,"I consent, begin the study",5d7e5acba9f189001b5f3590,50,50,89,50,12,80,50,13,50,50,7,91,50,8,93,50,9,100,50,100,50,50,14,89,50,10,92,50,10,0,0,0,100,100,0,100,63,44,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,50
281,07/04/2020 10:39,R_2t3zb5PSRaqJz5I,51.40229797,0.045806885,"I consent, begin the study",5e1701ecebd84f000c434678,100,100,60,70,20,30,90,100,40,66,72,100,75,75,55,80,80,85,85,100,55,70,80,100,91,100,65,86,95,0,27,0,50,87,67,0,0,43,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,20,40
286,07/04/2020 10:39,R_3JDX9M5kIiBKsNM,54.58329773,-1.433303833,"I consent, begin the study",5e6faa06b59a32573bcde7f1,0,100,100,100,52,100,100,100,100,100,100,100,100,100,0,46,100,100,50,100,100,100,100,100,100,100,0,0,0,48,50,0,50,50,100,100,0,51,Male,UK,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,50,50
412,07/04/2020 10:39,R_3JI8FPDh2QP2HiI,53.71870422,-1.945800781,"I consent, begin the study",5ddc742ffd5b28bdcac53a4f,94,98,100,100,41,96,100,100,72,61,39,100,100,100,51,50,50,81,61,100,100,100,100,85,83,100,50,50,50,0,100,0,66,100,100,100,100,21,Female,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,52,87
800,07/04/2020 10:39,R_3ewSK7yKoshzNK0,51.49639893,-0.122406006,"I consent, begin the study",5776a49cda1c780001b6370b,19,81,25,10,70,62,75,20,71,71,0,40,80,40,50,30,70,55,30,89,90,100,0,19,25,90,90,100,30,10,100,0,20,1,29,100,100,67,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,65,60
712,07/04/2020 10:39,R_3J9hRdGgQpKMao7,51.44059753,-0.14239502,"I consent, begin the study",5e49b2a85ea85e42fd5d8b33,100,100,60,60,100,75,100,40,25,25,0,30,30,0,100,100,100,100,85,100,75,60,100,100,100,100,100,85,100,0,0,0,100,100,80,100,100,25,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,80,75
215,07/04/2020 10:39,R_3sv8aWKXEmGvs4R,53.75909424,-1.589706421,"I consent, begin the study",5a1da3d67ecfc50001be28e4,61,83,90,38,72,92,18,30,94,34,61,82,83,100,81,83,100,91,91,100,71,73,90,81,63,87,100,100,100,30,15,0,91,60,9,91,93,43,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,77,20
393,07/04/2020 10:39,R_r6CWq2CMBfosp0d,50.69999695,-3.258895874,"I consent, begin the study",5dbc5fff7fa54e208a0b46ea,30,55,36,58,33,68,76,24,40,36,30,63,79,86,48,34,58,74,37,74,45,39,68,69,58,88,77,78,79,42,36,9,64,70,55,67,68,48,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,26,34
259,07/04/2020 10:39,R_7P35BEjVFMIy6AN,56.47970581,-2.858596802,"I consent, begin the study",5e81294d193c1981cc61f919,63,71,71,63,50,81,80,34,98,32,73,81,78,26,37,37,73,71,59,85,81,35,91,65,40,73,61,37,95,62,54,68,54,59,36,77,73,20,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,30,61
290,07/04/2020 10:39,R_AM2Ca2ioLbLYNhv,54.98809814,-1.619400024,"I consent, begin the study",5cd1d1f7db7024000195cc75,100,100,22,70,95,18,24,31,11,29,3,9,70,84,100,76,100,100,100,100,56,37,64,100,86,100,29,21,5,0,0,0,100,100,69,15,63,32,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,18,60
350,07/04/2020 10:39,R_uy9QkCBM2wvjdXr,51.86940002,0.894104004,"I consent, begin the study",5b87c3f9e88caf0001b79375,64,92,41,100,57,96,100,100,13,100,100,83,100,100,82,56,89,100,93,100,100,50,100,77,76,100,20,100,100,0,0,0,100,100,100,18,36,30,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,41,78
359,07/04/2020 10:39,R_1Lnhi06YNMwTfHh,55.0933075,-3.559005737,"I consent, begin the study",599614af004c4f0001cc8642,29,30,50,59,39,82,82,50,50,67,34,50,50,50,50,32,56,59,40,58,70,23,50,61,38,62,50,35,60,32,50,50,50,50,50,64,50,67,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,38,50
412,07/04/2020 10:39,R_1FtxFDp5QNSZfvS,50.26480103,-5.057601929,"I consent, begin the study",5c7bc14c5a66930001243b00,78,100,74,62,7,21,19,16,16,65,6,100,12,0,100,100,100,100,100,100,31,82,16,100,100,100,100,100,100,63,0,4,100,100,100,71,100,39,Female,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,9,19
237,07/04/2020 10:40,R_2QAhTmg5OVWqqem,51.49639893,-0.122406006,"I consent, begin the study",5cb61a3c15f5d20016602034,60,82,28,72,25,91,70,100,78,79,23,85,94,100,94,74,100,73,94,100,38,60,89,94,77,100,71,99,100,0,67,0,50,79,9,57,54,28,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,57,66
372,07/04/2020 10:40,R_3haRBJd9E0nbEOc,52.77189636,-1.546295166,"I consent, begin the study",5e7f696e57ae5563f1660cb1,65,85,55,65,35,80,70,55,30,50,10,55,65,20,60,30,64,65,65,85,70,60,30,90,75,95,65,70,80,20,40,0,71,81,52,70,60,18,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,40,35
328,07/04/2020 10:40,R_cNicnS4IDx1QBMJ,53.20350647,-3.03729248,"I consent, begin the study",5d6d55cd1a5771001a6355db,15,28,17,19,22,100,93,98,14,86,94,67,63,68,71,75,77,78,79,81,86,69,75,79,83,89,19,40,34,4,86,0,18,30,71,13,25,32,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,22,63
884,07/04/2020 10:40,R_wXkYf5CtiiCAmpb,53.7407074,-1.49029541,"I consent, begin the study",56cb314508d7300005fd312a,90,100,100,60,69,0,57,65,100,60,70,94,67,44,81,56,71,29,58,80,93,56,77,78,58,89,3,59,67,17,12,0,63,84,69,30,21,34,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,38,46
239,07/04/2020 10:40,R_2E5b0T5eRG7mRlO,55.86700439,-4.26210022,"I consent, begin the study",5b2579dc7769e400010e2720,80,100,21,30,0,60,80,61,0,0,0,50,31,7,90,100,100,100,100,100,60,40,20,81,90,100,90,95,70,30,0,61,70,100,89,30,40,23,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,3,60
282,07/04/2020 10:40,R_3gZoyZt0xfxXFj6,52.34429932,-0.536605835,"I consent, begin the study",5e6428bfb47a551b38ee499c,82,60,80,100,71,100,100,100,60,80,30,100,100,50,100,80,91,100,87,100,100,70,100,100,100,100,70,80,100,50,58,0,80,100,60,40,100,18,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,20,60
532,07/04/2020 10:40,R_1jBQ0npxttzl80k,51.49639893,-0.122406006,"I consent, begin the study",5d15c84140218700019a0697,100,100,5,60,5,10,15,15,30,75,0,60,90,75,10,100,100,80,95,100,61,80,100,100,100,100,70,100,100,0,0,0,10,100,0,30,80,29,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,70
328,07/04/2020 10:40,R_3nDwJ6mHmiOK7aC,51.33650208,1.416595459,"I consent, begin the study",5e32e9a41647b82b8f3b1d0a,100,100,25,75,100,34,69,44,4,26,21,53,77,8,92,94,100,83,86,100,81,58,26,94,93,100,60,85,100,3,0,0,89,100,80,100,50,23,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,23,86
350,07/04/2020 10:40,R_1pFIACuvyUksGDg,50.26480103,-5.057601929,"I consent, begin the study",5ab905b261533800011c9827,75,87,35,56,58,30,50,54,20,29,29,63,19,18,79,79,83,76,76,77,42,31,31,79,77,79,69,39,39,26,15,3,73,94,32,36,20,54,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,24,69
237,07/04/2020 10:41,R_2QPqu8ajXPyhTYW,55.80599976,-3.941696167,"I consent, begin the study",5ce46be9420f53001810f3b4,73,94,40,41,26,61,80,61,60,61,49,71,84,92,71,72,87,93,72,98,82,70,50,81,83,100,61,87,36,0,8,0,50,81,41,69,76,45,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,45,60
517,07/04/2020 10:41,R_2QzlKzFZneleH2a,51.49639893,-0.122406006,"I consent, begin the study",5cf513ceb1e39a0001f53d4b,16,30,89,2,81,85,76,78,24,22,58,89,7,65,2,5,10,78,81,82,13,12,12,80,83,79,93,15,73,19,72,2,79,50,82,79,24,30,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,20,0
