age,Ethnicity..Simplified.,Highest.education.level.completed,Household.Income..USD...US.participants.only.,Sex,ideo,pid,ts_1,ts_2,ts_3,ts_4,ts_5,ts_6,ts_7,nfclosure_1,nfclosure_2,nfclosure_3,nfclosure_4,nfclosure_5,nfclosure_6,auth1,auth2,auth3,auth4,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,pb_1,pb_2,pb_3,pb_4,pb_5,pb_6,panic_b,gov_effect_1,gov_effect_2,gov_effect_3,seri_you_1.x,State,range,Number_of_cases_in_their_state,community.transmision,nfcl2_1,nfcl2_2,nfcl2_3,nfcl2_4,nfcl2_5,nfcl2_6,nfcl2_7,nfcl2_8,nfcl2_9,NaID_1,NaID_2,NaID_3,NaID_4,RaceID_1,RaceID_2,RaceID_3,RaceID_4,nfcog_1,nfcog_2,nfcog_3,nfcog_4,nfcog_5,nfcog_6,seri_you_1.y,covid_consp_1,covid_consp_2,covid_consp_3,pb_w2_1,pb_w2_2,pb_w2_3,pb_w2_4,pb_w2_5,pb_w2_6
29,White,Undergraduate degree (BA/BSc/other),$60000–$69999,Male,7,6,5,3,2,2,2,4,2,2,2,3,3,3,2,2,2,2,2,5,4,4,5,6,5,2,4,1,1,1,1,1,1,1,6,6,4,3,Wisconsin,101 to 500,457,"Yes, defined area(s)",3,2,4,4,3,3,2,5,2,5,1,5,1,3,2,3,2,4,4,2,2,4,4,5,4,4,2,1,1,1,1,1,1
34,Black,Secondary education (e.g. GED/GCSE),Less than $10000,Female,1,1,6,1,1,1,1,6,1,1,2,1,2,3,2,2,2,1,1,1,1,7,7,1,1,7,7,2,2,1,2,3,1,2,6,6,6,2,Virginia,101 to 500,391,"Yes, defined area(s)",5,3,6,2,1,3,3,5,1,2,4,2,6,6,2,6,2,4,4,2,2,4,4,1,1,1,1,2,1,1,2,2,1
63,White,High school diploma/A-levels,$20000–$29999,Female,5,6,5,5,6,5,4,2,6,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,7,7,4,4,1,4,2,1,1,7,7,4,4,Florida,1001 to 5000,1373,"Yes, defined area(s)",5,5,3,5,6,4,5,7,6,1,3,1,2,2,3,2,3,2,2,2,2,3,3,1,5,4,1,1,1,1,1,1,1
47,White,Undergraduate degree (BA/BSc/other),More than $150000,Male,2,2,5,3,2,3,3,5,2,2,2,2,5,4,2,1,2,1,1,2,2,1,6,2,1,7,7,3,1,1,1,1,2,2,1,5,6,1,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",6,3,6,2,3,3,3,6,2,4,4,4,5,2,6,4,5,4,4,3,2,4,4,1,2,2,1,3,1,1,1,2,2
18,White,High school diploma/A-levels,$100000–$149999,Male,4,3,3,3,4,4,3,4,4,3,4,3,7,3,4,1,2,1,1,5,1,5,3,4,4,4,4,2,3,1,1,1,2,1,1,6,7,2,Minnesota,101 to 500,287,"Yes, defined area(s)",5,6,6,2,4,5,7,6,2,1,5,4,5,4,5,5,3,2,5,1,4,4,4,2,1,2,1,1,1,1,1,1,3
41,White,Technical/community college,$100000–$149999,Male,2,3,3,3,3,2,3,4,5,3,5,3,2,1,3,1,2,1,1,1,1,6,7,2,2,6,7,2,1,1,2,1,1,1,2,3,5,1,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",4,5,7,4,5,6,7,7,7,2,6,2,6,2,6,2,6,1,1,5,5,1,1,1,1,1,1,5,4,1,2,2,1
33,White,Undergraduate degree (BA/BSc/other),$40000–$49999,Male,4,4,5,3,4,4,1,3,2,3,3,2,3,1,1,2,2,1,1,3,2,6,7,2,2,6,7,3,4,1,2,2,1,1,2,5,1,1,New York,5001 or more,26358,Yes (defined area or widespread),3,1,6,2,3,3,2,5,3,1,4,1,4,1,3,1,5,2,2,3,3,2,2,2,1,1,1,3,3,3,3,2,2
31,White,Undergraduate degree (BA/BSc/other),$40000–$49999,Male,6,2,5,3,2,2,2,2,4,1,2,3,4,2,1,1,2,2,2,5,3,6,7,5,5,6,7,3,2,1,4,3,2,2,5,6,4,3,Michigan,1001 to 5000,1791,"Yes, defined area(s)",6,2,6,4,6,5,1,4,3,2,6,4,3,4,3,4,3,4,5,2,2,4,3,2,4,5,3,3,2,1,2,1,1
28,White,Undergraduate degree (BA/BSc/other),$50000–$59999,Male,7,6,5,2,2,3,2,5,1,2,3,2,3,4,2,2,1,2,2,5,3,5,6,3,3,6,6,3,1,1,2,2,1,1,5,5,4,2,Michigan,1001 to 5000,1791,"Yes, defined area(s)",4,2,3,2,3,3,1,6,2,5,4,3,5,5,4,4,5,5,4,2,2,3,4,2,5,4,2,2,1,1,1,1,1
29,Asian,Undergraduate degree (BA/BSc/other),More than $150000,Female,4,3,4,4,4,3,3,2,2,3,3,3,2,3,1,2,2,1,1,5,5,5,5,4,5,5,5,3,4,3,3,3,4,2,1,1,4,2,California,1001 to 5000,2511,"Yes, widespread",4,3,3,4,3,3,3,2,4,3,3,4,3,4,3,4,3,3,2,2,2,3,2,2,1,2,2,4,3,1,3,3,1
41,White,High school diploma/A-levels,$30000–$39999,Female,1,1,3,2,3,2,2,3,3,2,3,2,3,2,2,1,2,1,1,1,1,6,7,2,1,7,7,2,2,1,2,2,1,1,3,3,2,2,Georgia,1001 to 5000,1119,"Yes, widespread",6,5,5,3,3,5,5,5,3,3,5,5,5,2,5,3,5,2,2,2,2,4,4,2,2,2,1,2,2,1,2,2,2
38,White,High school diploma/A-levels,Less than $10000,Male,8,7,4,4,2,4,3,4,3,4,5,3,3,5,4,2,1,2,1,3,2,6,6,3,2,6,5,4,3,1,2,3,1,1,6,6,2,3,Virginia,101 to 500,391,"Yes, defined area(s)",4,4,6,3,4,4,4,4,3,6,2,2,2,4,3,4,4,3,3,1,2,3,3,3,1,1,1,1,1,1,2,2,1
77,White,Technical/community college,$50000–$59999,Male,7,6,3,5,5,5,5,3,4,NA,5,5,5,3,5,2,1,1,2,5,3,3,3,6,5,4,7,2,1,1,1,1,3,1,6,6,3,2,Texas,501 to 1000,715,Undetermined,6,5,5,3,3,5,5,3,5,5,3,6,3,3,5,3,5,3,4,2,2,4,3,2,2,1,1,2,2,1,2,1,3
18,White,High school diploma/A-levels,$90000–$99999,Female,5,4,6,2,2,3,1,5,2,2,3,1,3,2,1,2,2,2,1,4,4,6,3,4,2,6,6,1,1,1,1,2,1,1,5,5,1,4,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",3,2,5,3,3,5,3,5,2,2,3,3,3,2,4,2,2,4,4,2,3,4,4,5,1,1,1,1,1,1,1,1,1
25,White,Undergraduate degree (BA/BSc/other),$90000–$99999,Female,1,2,6,1,1,2,1,6,1,4,2,3,4,5,4,1,2,1,1,1,1,7,7,1,1,7,7,1,1,1,1,1,1,1,1,5,6,1,Washington,1001 to 5000,2469,Yes (defined area or widespread),6,3,4,3,4,5,4,5,5,5,5,3,4,4,5,3,4,3,4,1,2,4,4,1,1,1,1,2,2,1,1,1,2
34,White,Undergraduate degree (BA/BSc/other),$50000–$59999,Male,2,2,3,4,3,3,3,2,4,3,4,3,4,3,3,1,1,2,2,2,2,6,5,2,2,6,6,3,3,1,1,1,3,1,2,3,7,1,Florida,1001 to 5000,1373,"Yes, defined area(s)",3,3,3,2,2,3,3,5,3,4,3,4,3,3,3,5,3,4,4,2,2,4,4,1,4,4,2,3,3,1,3,2,3
62,Other,Undergraduate degree (BA/BSc/other),Less than $10000,Female,6,5,6,1,1,1,1,6,1,2,1,2,3,3,3,2,1,2,2,3,3,6,6,3,2,4,5,4,3,2,4,4,1,2,1,2,1,1,Kentucky,101 to 500,163,Undetermined,4,3,3,4,4,4,2,3,1,4,3,4,4,4,4,5,4,4,4,3,3,4,1,1,1,1,1,2,2,1,2,1,1
65,White,Undergraduate degree (BA/BSc/other),$40000–$49999,Female,2,3,5,1,2,2,2,3,3,2,2,3,2,1,3,2,2,1,2,2,1,7,6,2,2,6,6,1,1,1,1,1,1,1,5,6,5,3,Michigan,1001 to 5000,1791,"Yes, defined area(s)",3,3,5,3,4,6,3,6,5,2,4,3,5,2,5,3,5,3,2,4,3,3,3,3,1,1,1,1,1,1,1,1,1
29,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Male,2,2,5,2,2,3,2,3,2,2,4,2,2,1,1,2,2,2,2,1,1,7,7,1,1,7,7,4,4,1,3,4,3,2,1,3,3,1,Massachusetts,1001 to 5000,1159,"Yes, widespread",2,2,3,1,2,3,2,6,2,5,3,4,4,4,4,4,4,3,2,4,3,3,3,1,2,2,1,4,3,1,3,2,2
46,White,High school diploma/A-levels,$90000–$99999,Male,4,3,5,2,3,3,2,2,2,2,3,3,2,4,2,2,2,2,2,4,5,5,4,3,5,3,5,2,2,1,1,2,1,2,6,7,5,1,Florida,1001 to 5000,1373,"Yes, defined area(s)",4,3,3,2,3,5,2,3,2,3,2,3,4,3,3,4,3,2,2,4,2,2,3,2,1,1,1,2,1,1,3,3,2
19,Mixed,High school diploma/A-levels,$100000–$149999,Male,4,3,4,3,4,3,2,3,3,5,3,4,4,4,3,1,2,1,1,1,1,6,5,4,3,4,5,2,1,1,1,3,3,2,1,5,5,2,Indiana,101 to 500,365,Undetermined,3,3,5,3,4,3,4,4,3,4,4,3,5,6,2,5,3,3,2,2,2,4,2,2,1,1,1,1,1,1,1,2,2
24,White,Undergraduate degree (BA/BSc/other),$60000–$69999,Male,7,5,5,2,2,4,2,4,3,2,4,3,6,3,2,2,1,1,1,3,2,5,5,2,4,6,5,3,2,1,2,2,2,2,5,6,5,2,Illinois,1001 to 5000,1535,"Yes, widespread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2
24,White,High school diploma/A-levels,Less than $10000,Female,6,4,6,3,4,1,2,5,4,1,3,2,3,3,2,2,2,1,1,2,1,7,6,4,3,5,5,4,3,1,1,2,2,1,1,6,6,1,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",6,2,5,2,1,2,2,5,2,5,3,2,3,2,5,3,6,3,4,2,2,4,3,1,5,5,2,4,4,1,2,3,1
34,White,High school diploma/A-levels,$70000–$79999,Female,5,4,5,4,3,5,2,4,4,2,3,3,3,1,4,2,2,2,2,3,6,6,3,5,6,4,5,1,1,1,1,3,1,1,2,4,6,3,Nevada,101 to 500,278,"Yes, defined area(s)",3,2,4,3,3,2,3,5,2,3,3,5,5,3,4,5,2,4,3,3,2,4,4,3,2,1,1,1,1,1,1,3,1
18,White,High school diploma/A-levels,$100000–$149999,Male,7,5,5,2,2,3,2,4,3,2,4,3,4,3,3,1,2,1,1,2,1,6,7,5,6,5,7,3,2,1,3,2,1,1,5,6,6,2,California,1001 to 5000,2511,"Yes, widespread",2,3,6,3,2,3,4,5,3,3,4,3,4,1,7,1,7,2,2,3,3,4,3,1,2,2,1,4,2,1,3,3,1
58,White,Undergraduate degree (BA/BSc/other),$90000–$99999,Male,6,5,2,4,4,3,2,2,3,5,5,5,5,5,4,2,2,2,1,2,2,6,6,4,5,5,5,2,2,2,2,2,2,1,5,1,1,5,Illinois,1001 to 5000,1535,"Yes, widespread",5,3,4,4,3,3,3,3,4,5,3,6,2,3,3,5,3,2,4,2,2,4,4,6,2,2,1,1,1,1,1,1,1
27,White,Undergraduate degree (BA/BSc/other),$20000–$29999,Female,2,1,4,3,4,3,3,3,3,3,3,3,4,2,3,1,2,1,1,1,1,7,7,1,1,7,7,3,2,1,1,3,2,1,2,2,5,2,Georgia,1001 to 5000,1119,"Yes, widespread",3,4,4,3,4,5,3,4,3,3,5,4,5,3,5,4,4,3,4,2,2,4,4,2,1,1,1,NA,NA,NA,NA,NA,NA
24,White,Undergraduate degree (BA/BSc/other),$60000–$69999,Male,6,5,6,4,1,4,1,5,2,1,1,1,4,2,1,2,2,1,2,5,4,6,7,4,4,6,6,4,2,1,2,3,4,2,2,5,6,2,Rhode Island,101 to 500,124,"Yes, widespread",5,2,4,1,2,6,3,2,3,7,1,7,1,5,2,6,2,4,5,2,2,5,5,2,7,5,5,NA,NA,NA,NA,NA,NA
32,White,Technical/community college,$60000–$69999,Female,7,5,2,1,3,2,2,4,2,5,4,3,3,4,1,1,1,2,1,3,4,3,2,5,4,3,3,1,1,1,1,1,1,1,2,4,5,2,Nebraska,51 to 100,53,"Yes, defined area(s)",6,5,5,6,5,5,6,5,6,3,3,2,4,1,6,3,2,3,2,4,2,2,3,1,1,1,1,1,1,1,2,1,1
44,White,Undergraduate degree (BA/BSc/other),$50000–$59999,Female,6,3,5,1,1,1,1,5,1,2,2,2,4,3,1,1,2,2,1,1,1,7,7,2,1,3,5,1,1,1,1,1,1,1,1,3,1,2,Oregon,101 to 500,209,"Yes, widespread",6,1,6,3,3,5,1,5,2,2,6,2,6,4,6,6,6,2,2,4,2,5,3,2,1,1,1,2,1,1,1,1,1
68,White,Secondary education (e.g. GED/GCSE),$20000–$29999,Male,8,7,4,5,5,3,4,4,5,2,2,2,2,3,2,2,1,2,2,3,5,5,4,5,5,5,6,1,1,1,2,1,1,2,6,6,4,1,Florida,1001 to 5000,1373,"Yes, defined area(s)",6,2,6,2,2,3,2,3,2,2,2,3,3,2,3,3,4,2,2,2,4,3,2,1,4,4,1,2,2,1,2,1,1
27,White,High school diploma/A-levels,$20000–$29999,Female,6,6,4,5,2,3,4,2,4,2,3,3,6,1,4,2,2,2,1,4,3,5,3,7,5,4,5,2,2,1,3,3,1,1,6,6,2,1,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",2,3,6,3,5,5,3,6,3,3,5,3,5,3,5,3,5,2,3,2,2,5,4,3,2,2,2,2,2,3,2,3,2
24,White,Technical/community college,$30000–$39999,Male,5,4,6,2,5,5,6,5,5,1,1,2,1,2,6,1,1,2,1,6,1,7,6,7,1,7,5,4,3,4,5,3,4,1,3,2,2,6,Indiana,101 to 500,365,Undetermined,6,5,6,2,3,6,4,6,3,3,4,4,1,2,3,5,3,4,4,2,4,5,5,5,1,1,1,4,4,1,5,5,4
26,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Female,6,6,6,3,1,1,1,4,1,1,1,1,1,1,1,2,1,2,1,4,6,1,3,4,4,4,6,1,1,1,1,1,1,1,2,4,3,6,Michigan,1001 to 5000,1791,"Yes, defined area(s)",2,2,5,2,2,4,2,4,3,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,5,5,1,1,1,1,1,1
51,White,High school diploma/A-levels,$50000–$59999,Female,7,6,6,3,1,3,1,4,2,3,4,3,3,1,3,2,1,2,1,4,1,4,6,4,6,4,6,2,2,1,2,2,1,1,6,6,1,2,Michigan,1001 to 5000,1791,"Yes, defined area(s)",4,3,4,2,2,4,3,4,4,3,5,3,5,4,2,3,3,3,3,3,3,4,3,3,4,4,1,3,1,1,2,1,1
54,White,High school diploma/A-levels,Less than $10000,Female,6,4,6,2,2,3,2,6,3,1,3,1,2,2,2,2,2,2,1,3,2,6,6,4,5,6,6,2,1,1,1,2,1,1,6,5,2,2,Alabama,101 to 500,242,"Yes, defined area(s)",3,2,3,2,3,4,2,6,1,4,4,4,4,5,2,5,2,1,1,5,5,2,1,1,1,3,3,1,1,1,1,1,1
58,White,Undergraduate degree (BA/BSc/other),Less than $10000,Female,2,3,6,1,1,1,6,6,6,2,2,5,5,5,5,1,2,2,1,1,1,7,7,2,2,6,6,1,1,1,1,1,1,1,1,2,6,3,New Mexico,51 to 100,100,"Yes, defined area(s)",3,6,6,4,5,5,6,2,5,1,7,1,7,1,7,1,7,4,4,2,2,4,4,5,1,1,1,1,1,1,1,1,1
39,White,Doctorate degree (PhD/other),$90000–$99999,Male,2,6,2,1,2,3,4,1,NA,1,1,1,1,1,7,1,2,2,1,7,6,5,6,5,6,7,6,5,4,3,4,5,4,3,7,6,7,1,New York,5001 or more,26358,Yes (defined area or widespread),1,7,7,6,5,6,7,1,1,1,2,3,2,1,1,2,1,1,2,3,4,5,4,6,2,6,7,5,4,3,4,5,4
47,White,Graduate degree (MA/MSc/MPhil/other),More than $150000,Male,6,5,3,3,5,6,3,2,4,4,3,3,2,5,3,2,2,1,1,5,5,6,5,6,6,5,5,4,2,1,3,2,1,1,2,2,5,2,Delaware,101 to 500,104,"Yes, defined area(s)",6,5,5,3,5,7,3,3,3,4,4,3,5,5,5,2,4,4,5,1,1,5,5,2,2,2,1,3,2,1,3,1,1
26,White,High school diploma/A-levels,Less than $10000,Female,2,1,5,1,5,3,3,4,4,3,1,3,4,2,4,1,2,2,1,1,1,7,7,2,1,7,7,1,1,1,1,1,1,1,1,5,1,1,Ohio,501 to 1000,564,Undetermined,6,1,6,4,2,4,2,7,4,1,7,1,7,1,7,1,7,4,4,2,1,4,4,1,4,4,2,1,1,1,1,1,1
30,White,Undergraduate degree (BA/BSc/other),$50000–$59999,Female,1,4,6,1,1,1,1,6,1,3,5,2,5,2,3,1,2,1,1,1,1,7,7,1,1,7,7,3,1,1,1,2,2,1,2,5,7,1,Colorado,501 to 1000,921,"Yes, widespread",6,1,7,2,3,5,2,5,3,2,6,2,7,3,5,3,5,3,2,1,2,3,4,1,1,1,1,2,2,1,1,1,1
48,White,Undergraduate degree (BA/BSc/other),$20000–$29999,Female,6,5,5,3,2,4,2,3,2,4,2,3,4,3,3,1,2,1,1,4,1,7,7,6,5,6,6,1,1,1,1,1,1,1,5,4,6,2,Tennessee,501 to 1000,667,"Yes, defined area(s)",5,5,5,3,3,4,5,6,4,5,4,4,4,4,4,4,4,4,4,2,2,5,5,1,4,3,3,1,1,1,1,1,1
25,White,Technical/community college,$100000–$149999,Male,5,4,5,6,5,6,3,1,5,3,4,3,3,5,4,1,2,1,2,4,4,6,6,4,4,4,4,4,2,1,3,3,1,1,6,6,4,4,Illinois,1001 to 5000,1535,"Yes, widespread",4,4,4,5,4,4,4,3,3,2,5,3,5,2,5,3,5,4,3,2,3,4,4,3,4,3,3,3,2,1,3,3,1
30,Black,Graduate degree (MA/MSc/MPhil/other),$60000–$69999,Female,5,1,2,3,5,5,5,5,5,3,3,3,4,3,2,2,1,2,2,2,1,6,6,7,1,6,6,1,1,1,1,2,1,1,6,6,6,3,Florida,1001 to 5000,1373,"Yes, defined area(s)",3,2,5,3,3,4,3,5,3,6,3,5,3,5,3,6,3,3,2,3,4,4,2,3,1,1,1,2,3,1,2,2,1
21,White,High school diploma/A-levels,Less than $10000,Male,5,3,5,6,6,3,3,6,3,2,4,3,4,3,3,1,2,2,1,5,4,7,4,2,3,6,6,3,3,1,3,2,2,1,2,2,1,1,Florida,1001 to 5000,1373,"Yes, defined area(s)",3,6,4,3,4,3,5,4,2,4,4,3,6,6,6,6,6,3,2,4,4,4,2,1,1,1,1,NA,NA,NA,NA,NA,NA
38,White,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Female,7,6,5,2,2,2,2,5,2,2,2,2,2,2,2,2,1,2,2,6,6,2,2,6,6,2,2,4,2,1,2,2,1,2,7,7,1,2,Florida,1001 to 5000,1373,"Yes, defined area(s)",1,1,1,1,1,1,1,2,1,7,1,7,1,7,1,7,1,2,2,4,4,2,2,2,1,1,1,2,2,1,2,2,1
27,White,Technical/community college,$60000–$69999,Male,7,6,5,2,3,4,2,4,1,2,2,4,3,3,4,2,1,2,1,5,5,6,4,5,6,7,5,4,3,1,3,3,2,2,6,4,2,3,Utah,101 to 500,298,"Yes, defined area(s)",4,5,4,2,4,3,4,5,3,1,5,3,3,3,3,3,4,2,3,4,4,3,2,3,2,2,2,4,2,1,3,3,2
20,White,Secondary education (e.g. GED/GCSE),$20000–$29999,Male,7,5,2,4,5,5,2,3,3,2,6,6,3,6,3,1,2,2,1,7,5,3,5,7,7,5,4,4,4,1,4,4,1,1,3,7,4,1,California,1001 to 5000,2511,"Yes, widespread",7,2,6,4,5,2,2,5,2,1,6,1,6,1,6,1,6,4,5,2,2,4,4,2,1,1,1,3,3,1,3,3,1
22,White,Technical/community college,$40000–$49999,Female,1,1,5,2,2,3,3,5,3,4,5,3,5,5,4,1,2,1,1,1,1,7,7,1,1,7,7,3,2,1,1,2,2,2,2,6,2,1,California,1001 to 5000,2511,"Yes, widespread",6,2,5,2,3,6,2,7,5,2,6,2,6,2,6,2,6,2,4,1,2,4,2,1,1,1,1,2,1,1,1,2,1
19,Mixed,Secondary education (e.g. GED/GCSE),$90000–$99999,Male,6,4,5,2,3,2,1,4,2,2,3,2,5,2,2,1,2,1,1,3,5,7,6,3,3,6,7,3,3,3,5,3,3,2,1,2,6,1,California,1001 to 5000,2511,"Yes, widespread",4,3,2,1,2,6,2,6,1,2,6,2,6,5,3,5,3,2,1,3,5,4,2,1,2,1,1,1,1,1,4,3,1
29,White,High school diploma/A-levels,$40000–$49999,Female,6,4,4,1,2,2,2,4,2,3,6,2,5,4,3,2,1,2,1,4,5,6,4,4,1,5,5,1,1,1,1,2,1,2,2,2,4,2,Arkansas,101 to 500,230,"Yes, defined area(s)",3,1,6,5,2,3,1,7,3,1,3,1,6,1,3,1,6,2,4,5,3,1,3,2,4,4,4,1,3,1,1,1,1
30,Asian,Undergraduate degree (BA/BSc/other),$100000–$149999,Male,2,3,4,2,3,3,5,4,4,3,4,2,3,3,2,1,2,2,1,2,2,6,6,2,2,6,6,3,3,1,2,3,1,1,3,5,5,1,Illinois,1001 to 5000,1535,"Yes, widespread",4,5,3,5,6,6,5,3,5,3,6,2,6,4,3,5,3,4,4,2,2,4,4,1,4,4,4,3,2,1,2,2,1
82,White,Graduate degree (MA/MSc/MPhil/other),$90000–$99999,Male,6,5,4,5,4,3,4,4,4,5,5,3,5,5,3,1,2,1,1,2,2,6,6,6,4,5,6,3,1,1,3,1,1,1,5,5,5,1,California,1001 to 5000,2511,"Yes, widespread",4,5,5,6,4,4,5,2,2,2,6,3,5,2,4,6,4,4,4,2,2,4,4,1,1,1,1,3,1,1,3,3,1
44,White,High school diploma/A-levels,$60000–$69999,Male,2,1,1,3,2,1,2,1,1,3,1,3,5,4,2,2,1,2,1,5,1,7,7,1,1,7,7,3,2,1,2,3,4,1,1,1,1,6,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",5,1,5,3,2,5,3,6,5,6,2,6,2,6,2,6,2,2,4,1,1,5,5,5,7,7,1,3,2,1,2,4,4
37,White,High school diploma/A-levels,$50000–$59999,Female,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,2,2,2,1,1,1,7,7,1,1,7,7,2,2,3,4,4,3,2,5,5,5,1,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",2,2,3,1,2,3,2,5,2,2,4,4,4,4,5,3,4,2,2,4,4,2,3,1,1,1,1,2,3,2,3,3,2
34,White,Undergraduate degree (BA/BSc/other),$16000–$19999,Female,5,4,2,5,5,5,5,2,5,3,2,2,3,1,4,2,1,2,1,5,5,5,7,6,1,6,6,2,2,1,1,1,1,1,3,3,3,5,North Carolina,501 to 1000,504,"Yes, widespread",3,2,3,2,3,3,2,3,3,4,4,4,4,5,3,3,3,2,1,4,3,1,1,4,3,3,3,4,3,1,4,3,3
33,White,Undergraduate degree (BA/BSc/other),$10000–$15999,Female,2,2,3,3,3,4,1,4,3,3,2,3,4,1,2,2,1,1,1,1,1,7,7,1,1,7,7,1,1,1,1,1,1,1,7,7,6,1,Mississippi,101 to 500,377,"Yes, defined area(s)",7,2,7,2,2,6,2,7,6,5,3,5,4,5,7,2,7,5,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1
23,Mixed,High school diploma/A-levels,$10000–$15999,Female,1,4,5,1,1,4,1,3,2,2,1,2,2,2,3,1,2,1,1,1,1,6,6,2,1,7,6,1,1,1,1,1,1,1,1,3,7,1,Arizona,101 to 500,326,"Yes, widespread",5,6,6,2,3,3,6,5,3,6,3,5,6,6,2,6,1,4,4,2,3,5,4,1,1,1,3,1,1,1,1,1,1
39,White,Technical/community college,$16000–$19999,Male,2,3,6,2,3,2,1,4,1,4,1,2,1,1,2,2,2,1,1,1,1,7,7,1,1,7,7,1,1,1,1,1,1,1,1,2,3,1,Missouri,101 to 500,255,Undetermined,7,5,7,1,2,1,6,7,4,1,6,1,6,1,7,1,7,4,5,2,2,5,4,1,1,1,1,1,1,1,1,1,1
29,White,Undergraduate degree (BA/BSc/other),$20000–$29999,Female,1,4,5,5,2,4,4,3,1,3,1,4,7,5,4,1,2,1,1,2,1,7,7,1,2,7,7,3,4,1,2,2,1,1,2,3,3,1,Arizona,101 to 500,326,"Yes, widespread",6,6,4,1,1,3,5,6,6,1,6,2,6,1,6,2,6,5,5,1,1,4,5,1,1,1,1,2,2,1,2,2,1
32,Asian,Graduate degree (MA/MSc/MPhil/other),More than $150000,Female,6,5,6,3,3,2,2,6,2,2,2,2,1,1,2,2,2,2,1,2,2,7,6,6,1,7,7,5,4,1,5,4,1,2,6,7,4,1,California,1001 to 5000,2511,"Yes, widespread",6,4,6,1,4,4,3,7,2,6,1,6,1,7,1,7,1,2,3,1,1,4,3,1,3,1,1,3,3,1,5,4,1
19,Asian,High school diploma/A-levels,$60000–$69999,Female,5,4,3,4,3,3,3,4,3,3,4,3,4,3,3,2,1,2,1,4,4,5,6,4,3,5,5,3,3,1,1,2,1,1,5,5,5,1,California,1001 to 5000,2511,"Yes, widespread",3,3,4,3,3,5,4,3,3,6,2,6,2,6,2,6,2,3,2,4,3,4,4,2,1,1,1,3,3,1,1,1,1
23,Mixed,Graduate degree (MA/MSc/MPhil/other),$16000–$19999,Female,2,3,5,2,3,3,2,5,3,4,3,4,6,4,3,1,2,1,1,2,2,6,7,2,3,6,7,3,2,1,1,2,1,2,5,6,6,1,Ohio,501 to 1000,564,Undetermined,6,3,6,2,2,3,4,6,6,3,5,4,4,3,4,6,4,4,4,1,2,5,4,1,1,1,1,2,3,1,2,2,1
23,Mixed,High school diploma/A-levels,$40000–$49999,Female,8,7,3,5,4,5,1,1,2,5,6,3,6,2,1,2,1,2,2,5,5,5,5,6,NA,6,7,1,1,1,2,2,1,1,7,7,1,1,Texas,501 to 1000,715,Undetermined,2,2,6,3,2,6,2,6,5,7,1,5,1,5,3,3,3,4,4,1,1,4,3,3,6,1,1,3,4,1,3,2,1
24,White,Graduate degree (MA/MSc/MPhil/other),$50000–$59999,Female,1,1,6,2,2,2,2,3,4,2,4,3,4,4,3,2,1,2,2,4,1,7,6,2,2,6,6,5,1,1,4,2,3,2,4,6,7,3,New York,5001 or more,26358,Yes (defined area or widespread),2,4,4,2,4,1,4,5,1,2,6,2,6,4,6,4,4,3,4,3,3,2,4,2,1,1,1,3,1,1,1,3,2
21,White,Undergraduate degree (BA/BSc/other),$50000–$59999,Male,7,7,4,4,4,4,2,1,4,3,6,3,7,2,2,2,2,2,2,4,5,6,6,7,7,2,2,2,1,1,2,2,1,1,6,6,7,5,Texas,501 to 1000,715,Undetermined,6,3,5,2,3,1,3,5,5,6,2,6,2,1,7,1,7,2,1,4,4,2,2,5,2,2,1,1,1,1,1,1,1
52,White,Graduate degree (MA/MSc/MPhil/other),$20000–$29999,Female,7,6,6,1,1,1,1,6,1,3,3,3,3,4,3,1,2,1,1,1,1,4,4,1,4,4,4,1,1,1,1,1,1,1,7,7,1,4,Oklahoma,101 to 500,106,"Yes, widespread",3,5,3,5,5,4,5,5,3,3,5,3,5,3,5,3,5,4,3,2,3,4,3,7,1,1,1,4,4,1,1,1,1
34,White,High school diploma/A-levels,Less than $10000,Female,2,2,6,1,1,1,1,6,1,2,2,2,3,4,3,1,1,1,1,1,1,7,6,6,2,6,6,3,1,1,3,3,1,2,1,3,1,1,Indiana,101 to 500,365,Undetermined,4,5,4,6,6,7,5,2,4,2,4,2,4,2,4,2,4,4,4,2,4,4,4,1,1,1,1,4,4,1,1,1,2
